Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Default,Id,Credit Score,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10,Term_Long Term,Term_Short Term,Home Ownership_2,Home Ownership_1,Purpose_1,Purpose_2,Purpose_3
1163256,0,8,11,261976,0,0,105666,160873,6296,0,4651,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1232530,0,15,33,601920,0,0,263472,315552,10682,0,4652,732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1402485,0,4,31,174416,0,0,219142,87362,1893,1,4654,733,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
980286,0,6,22,343024,1,1,218284,142500,9639,0,4655,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1667250,0,14,16,471812,0,0,600600,204554,32372,0,4656,739,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1061245,0,8,19,134640,0,0,325578,99180,30422,0,4657,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
836342,0,4,12,85822,0,0,108944,59356,1464,1,4658,638,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2350148,0,7,30,572968,0,0,522500,357770,34782,0,4659,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
936700,0,5,22,133364,1,1,59114,55290,8977,0,4660,707,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1010192,0,11,16,272866,0,0,64988,118769,22224,0,4663,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2820569,0,10,20,481580,0,0,405416,173432,27030,0,4664,749,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
862866,0,7,18,728552,0,0,239778,586416,21284,1,4665,728,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
498294,0,6,16,222002,1,1,53262,146091,8758,0,4666,730,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
733723,0,12,19,593516,1,1,263076,230147,8071,1,4668,738,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,9,16,255288,0,0,180268,166022,15346,0,4670,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
572850,0,9,15,517044,0,0,176880,150936,9834,0,4671,747,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
447374,0,3,17,397122,0,0,107932,135812,8612,0,4672,738,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,15,8,323796,0,0,238326,218956,26894,1,4673,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
997576,0,13,38,1216182,0,0,133276,424346,20367,1,4675,737,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2289120,0,8,12,530596,0,0,508024,127395,23654,0,4676,727,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2250949,0,11,33,441760,0,0,280016,101099,25511,1,4677,728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,16,23,713614,0,0,131208,301986,31107,1,4680,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
796670,0,9,34,156970,0,0,107646,92587,6639,0,4681,703,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
737371,0,15,16,268906,0,0,359590,72219,17390,1,4682,721,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,9,22,509102,0,0,231484,136743,27976,1,4684,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
621984,0,5,12,159236,0,0,174592,37126,9848,0,4686,707,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1088168,0,11,15,397078,0,0,112178,241775,17592,0,4688,727,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
886844,0,14,31,630234,0,0,133936,51699,19880,0,4689,731,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,18,352396,1,0,44880,267824,8865,0,4690,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1627597,0,5,17,223784,0,0,221716,110162,12180,1,4691,744,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1393935,0,4,8,671726,0,0,516494,531962,11268,0,4692,682,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1249706,0,9,18,678942,0,0,445236,361779,13330,0,4693,743,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1402200,0,9,14,212102,0,0,67650,92872,4429,0,4694,718,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1713382,0,12,13,282106,1,1,140162,130112,18276,1,4695,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1374099,0,20,17,802516,0,0,246510,379810,25237,0,4697,724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
637032,0,8,17,147576,0,0,181610,111511,18155,1,4698,727,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
952280,0,4,11,99242,0,0,66154,171,3087,0,4699,741,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,17,15,1192158,0,0,788942,560101,20765,0,4700,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1311114,0,22,13,409420,0,0,390368,191995,33761,1,4701,738,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1163256,0,10,15,220660,0,0,331518,23256,23096,0,4702,729,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1163256,0,9,14,146960,1,1,613470,46968,21950,1,4703,729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1050833,0,16,16,786280,0,0,337986,516097,19178,0,4704,719,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
763192,0,4,12,331254,0,0,353474,137598,9222,0,4706,735,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
881467,0,10,17,104016,0,0,148324,2793,12340,0,4707,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1058376,0,11,20,576620,0,0,267388,283860,10319,0,4708,712,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1069035,0,5,11,413908,0,0,117040,8227,9978,0,4709,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1058376,0,6,20,592966,0,0,508024,446044,12436,0,4711,740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
855209,0,13,8,165704,0,0,107646,97185,1896,0,4712,728,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
820040,0,17,9,464244,0,0,172634,223725,13565,0,4713,693,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,15,336996,0,0,109472,205770,5537,0,4714,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1870759,0,10,18,870914,0,0,77352,501695,26658,0,4715,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,5,51,485672,0,0,614614,416518,16541,1,4716,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
812041,0,10,18,638308,0,0,167904,282245,15497,0,4717,714,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,21,15,285010,0,0,212168,219070,15003,1,4718,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2244204,0,9,14,1095886,0,0,216546,236607,14550,0,4719,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1103330,0,9,17,319110,0,0,220264,158194,18113,0,4720,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,6,23,304260,0,0,179476,21546,25803,0,4721,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2513453,0,11,12,737330,0,0,86240,545718,25386,0,4722,738,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
875102,0,9,10,228580,0,0,189134,127718,4492,1,4723,713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,26,1080552,0,0,176462,171703,14224,0,4724,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1888068,0,19,30,957132,0,0,334620,364534,29737,0,4725,747,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
470535,0,10,9,402798,0,0,196130,72713,12508,0,4728,692,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,12,12,726726,0,0,106260,293094,12140,0,4730,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1805551,0,14,17,475640,0,0,330110,291251,17905,0,4731,722,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
760380,0,7,10,301224,0,0,193688,116546,3821,0,4732,736,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
954275,0,5,13,780384,0,0,173316,327541,6457,0,4733,744,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1940128,0,7,22,367598,0,0,770858,292087,35731,1,4735,716,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
575415,0,7,16,1103036,0,0,203764,324843,4316,0,4737,740,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
290548,0,4,22,122628,0,0,173646,4237,750,0,4739,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1511640,0,8,18,698016,0,0,531652,578113,15116,1,4740,665,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1271347,0,16,20,425634,1,1,197736,264670,18858,0,4741,717,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1392092,0,9,14,202004,1,1,322388,137294,15162,0,4743,725,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1393935,0,6,14,129118,0,0,538010,79173,24510,1,4746,704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1241954,0,9,37,971630,0,0,433664,220685,3291,0,4747,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,6,767294,0,0,124432,73549,6189,0,4748,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,6,10,99286,0,0,70180,41078,8438,1,4749,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1324110,0,8,22,442288,0,0,733810,211983,13131,0,4750,699,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
849794,0,16,32,419738,0,0,218658,206625,10197,0,4752,712,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1726321,0,21,23,953304,0,0,573606,497268,38698,0,4753,710,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
863246,0,11,25,282392,0,0,304216,130967,16308,0,4755,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
934135,0,16,16,499620,0,0,324500,220058,14557,0,4756,736,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1252366,0,9,16,197692,0,0,291126,138966,11271,0,4757,709,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1022637,0,7,14,322762,0,0,464486,252833,8156,0,4758,733,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2625420,0,11,18,466400,1,1,745866,191729,25598,0,4759,671,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1312444,0,18,10,1019304,0,0,195382,388227,21108,0,4760,731,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
445341,0,10,16,48312,0,0,153868,10716,4004,0,4761,741,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
719682,0,27,43,959442,0,0,307010,315704,10915,0,4762,737,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1877960,0,14,14,363616,0,0,434896,110542,12316,1,4763,733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1059744,0,20,14,151778,1,0,136642,95038,14130,0,4764,724,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
758556,0,11,14,434654,0,0,219582,196327,24527,0,4765,732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2020745,0,13,15,385748,0,0,779944,211223,25933,0,4766,628,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1422644,0,8,21,405790,0,0,337106,42750,15056,0,4767,745,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2210574,0,14,24,747406,0,0,667722,310479,38501,1,4768,730,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1133046,0,11,20,462396,0,0,299552,111416,30498,0,4770,704,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1236862,0,9,28,720038,1,1,330506,408557,10719,0,4772,737,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
616018,0,8,10,336468,0,0,222904,256595,15555,0,4775,715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,14,535634,0,0,226292,352032,7876,0,4776,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1530488,0,20,19,967296,0,0,589248,115292,32523,1,4777,734,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
813238,0,9,11,404866,0,0,350372,257336,16739,1,4778,737,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1375049,0,10,14,873422,0,0,431684,220267,10015,0,4779,751,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1371002,0,11,15,450164,0,0,264572,216543,7792,0,4780,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1133502,0,7,24,444026,0,0,218746,176795,5932,0,4783,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,6,13,588390,1,1,337260,39121,13957,0,4784,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
629850,0,13,41,360272,0,0,238106,250477,18056,1,4785,630,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1590300,0,9,27,783794,0,0,511258,552368,30216,0,4786,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,27,252846,0,0,259248,182343,5675,0,4787,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
744420,0,13,15,349316,0,0,137918,206644,11290,1,4789,711,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,22,27,761618,0,0,653004,551874,36129,1,4790,729,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1404062,0,11,17,390808,1,0,433532,321993,20476,1,4791,687,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1163256,0,15,15,569030,0,0,420838,396093,17688,0,4792,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
465405,0,11,29,215402,1,1,125554,109763,10898,1,4793,721,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
924673,0,16,28,1478158,0,0,262196,418722,8168,0,4794,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,10,28,243650,0,0,174020,138871,3379,1,4795,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
967765,0,5,20,73964,0,0,448228,63612,10371,1,4797,604,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,17,1209714,0,0,117018,209988,9289,0,4799,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1128068,0,12,11,770814,0,0,415712,354825,26133,0,4800,740,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1135896,0,15,30,559042,0,0,580910,337003,32657,1,4801,662,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
497648,0,10,9,212564,0,0,152922,62415,11653,0,4802,704,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,15,429660,0,0,115720,87571,20291,0,4803,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1333990,0,10,15,152306,0,0,375122,107863,26791,0,4804,702,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1490664,0,10,27,963446,0,0,258896,241300,13826,1,4805,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
696958,0,8,18,636438,0,0,215380,382546,11732,0,4806,730,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,15,742742,0,0,755766,517009,19208,0,4807,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,1,13,23,506132,1,0,559856,312094,31627,1,4808,729,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
619799,0,7,8,255442,0,0,269126,72352,12603,0,4809,734,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
725591,0,10,15,333784,1,1,230494,95133,8586,0,4812,733,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
870238,0,5,24,372658,1,1,280390,213693,5316,0,4813,728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,9,10,192390,0,0,178882,109497,13315,0,4816,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1568906,0,10,24,629508,0,0,664620,353381,19742,1,4818,715,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
931513,0,9,16,236148,0,0,269654,79325,19251,0,4820,748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1557848,0,12,12,272690,0,0,351956,147896,17396,0,4821,735,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1294679,0,8,12,448756,0,0,66638,37601,8135,0,4822,743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,7,664488,0,0,284064,439603,21623,0,4823,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1150716,0,9,12,244156,0,0,333102,162792,13425,1,4824,734,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1128600,0,13,14,644710,0,0,487322,458793,19280,1,4825,673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1318828,0,15,17,775456,0,0,272690,208278,27256,0,4826,739,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
300352,0,5,30,315326,0,0,123904,148143,4756,0,4828,727,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1234506,0,7,26,290158,0,0,184734,199728,13579,1,4829,734,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1307960,0,19,21,650254,0,0,244024,332462,31391,0,4830,715,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
529492,0,9,17,306658,1,1,133012,160493,15179,0,4831,733,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
598937,0,4,8,314050,1,1,230274,168967,11080,1,4833,732,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
927105,0,9,11,146168,0,0,214698,46569,7193,0,4834,705,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
501106,0,8,13,250162,1,1,187462,107160,6139,0,4835,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1629098,0,6,16,250074,0,0,767690,167371,14119,1,4836,731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2319672,0,9,23,557898,0,0,360998,175864,17127,0,4837,729,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
741760,0,15,15,908600,0,0,279136,371963,11683,0,4838,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1240320,0,9,18,624030,0,0,260722,243599,34316,1,4839,711,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
825379,0,3,13,39072,0,0,108614,14269,8460,0,4841,722,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
582350,0,10,14,183700,2,0,43230,79325,2820,0,4842,733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
632643,0,13,16,208890,0,0,66594,85861,14762,1,4844,737,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,12,13,367026,1,1,343376,291631,31354,0,4847,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1596437,0,11,10,762608,0,0,434940,468939,19423,0,4848,706,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
667375,0,7,11,524040,0,0,214654,318611,9510,1,4849,730,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2669044,0,4,17,333300,0,0,551870,210121,5516,0,4851,731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1278472,0,13,19,708862,4,0,532906,314678,18751,1,4853,689,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
656089,0,10,14,223608,0,0,265892,160474,13942,0,4854,692,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,7,23,244662,0,0,404800,54093,11740,0,4855,729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1340773,0,11,21,1138676,0,0,411400,400235,28491,0,4857,731,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
941545,0,11,16,382602,1,0,87208,52535,9180,0,4859,740,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
975555,0,17,13,1013760,0,0,505252,275785,18292,0,4861,725,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1984227,0,7,14,916652,0,0,765842,536750,20173,0,4862,741,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1381110,0,19,21,618464,0,0,21604,392597,26966,1,4863,719,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,32,302148,0,0,111892,228855,13552,0,4865,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2395026,0,10,13,316294,0,0,712250,243124,31135,0,4866,717,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
970064,0,12,18,447348,0,0,561066,254220,16976,1,4868,711,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,18,8,166738,0,0,50468,108300,8622,0,4870,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
565326,0,5,14,307824,0,0,225830,155249,8103,1,4871,746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1205265,0,10,13,214544,1,1,332288,52991,21795,1,4872,745,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1070403,0,25,25,193776,0,0,103664,124336,18108,1,4875,735,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
808849,0,10,20,331914,0,0,222992,126692,10987,1,4876,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1626951,0,19,17,800206,1,0,252648,182457,32810,0,4878,743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,5,9,150590,0,0,62744,13015,2320,0,4879,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
620274,0,6,16,235620,0,0,134662,110295,7237,1,4880,740,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1483824,0,7,12,221276,0,0,118118,77577,5379,0,4882,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1496744,0,7,19,411708,0,0,311960,78926,21828,1,4884,690,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1043860,0,11,13,245960,1,1,158224,136154,12874,0,4885,744,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
767144,0,17,18,479820,0,0,155452,251940,16941,0,4886,728,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
747080,0,14,11,443586,0,0,259512,239438,11331,0,4887,709,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1150716,0,6,13,606364,0,0,399718,274930,7633,0,4888,748,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,11,37,506286,0,0,155760,99256,23978,0,4889,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
969475,0,9,14,491348,1,1,269412,166345,13007,0,4890,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,5,13,128898,0,0,85844,59223,4191,0,4891,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1214005,0,23,28,305646,0,0,267740,211166,19424,0,4892,720,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
621262,0,9,16,510224,0,0,67430,384237,11183,0,4893,723,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,21,1072214,0,0,761068,389842,8113,1,4894,729,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1163256,0,21,17,770044,0,0,133804,192204,20973,0,4895,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2228472,0,28,16,444950,0,0,354068,343919,29527,0,4896,731,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1713572,0,13,16,1028126,0,0,388190,365826,21705,0,4898,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,11,530420,0,0,327470,304171,8099,1,4899,729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
577467,0,7,8,77066,0,0,49038,47652,7796,0,4900,716,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
841491,0,10,10,292116,0,0,155892,127908,4411,0,4901,721,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
763876,0,9,26,827948,0,0,265342,256709,4679,1,4902,743,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1605158,0,15,13,590370,0,0,306130,271757,18192,0,4904,714,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,6,14,292050,0,0,219626,194484,6396,0,4905,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1383884,0,6,8,1283964,0,0,616308,36594,761,0,4906,739,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
876033,0,24,32,791604,1,1,135256,110067,19273,0,4907,736,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1204296,0,14,18,726154,0,0,177078,139859,3613,1,4908,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,8,358798,0,0,53614,34390,1930,0,4909,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,18,20,419826,0,0,170060,173318,10777,0,4910,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
777974,0,25,13,493416,0,0,189068,183236,10114,1,4911,746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
